512 31869256.3757
1024 53288704.0437
2048 52239354.191
4096 54280068.1893
8192 54000691.8839
16384 61716192.3038
32768 61575169.8128
65536 53175137.2999
131072 52574939.8263
262144 57659475.7492
524288 60016973.5503
